"","Canonical","NonCanonical","Atypical"
"596","CLIP3","EBPL","BPIFA2"
"597","KY","HSPA12B","STKLD1"
"598","BOC","FZD10","PRR34"
"599","NRN1L","APBB3","GLIS2"
"600","DLL1","FAM183BP","PPP1R3A"
"601","STKLD1","GRIP2","HNRNPM"
"602","CNIH2","RPS19","KIF1A"
"603","ATP5PB","BRICD5","CIMAP2"
"604","TGM5","ESR2","SGSH"
"605","PRCD","DPEP2","TGM5"
"606","PRR19","SMTNL2","TTLL8"
"607","UNC79","C1QTNF7","THBS3"
"608","NFKBID","APOBEC2","MAP1LC3C"
"609","KCNG2","GARNL3","DGAT2L6"
"610","LINC01599","TAGLN2","IRX5"
"611","PRR21","PNPLA6","KCNIP3"
"612","DCSTAMP","ADAMTS16","SH3TC2"
"613","ZNF513","CCDC177","METTL24"
"614","LCN8","GPC6","CTSB"
"615","SSH2","UTP18","LHFPL1"
"616","TEKTL1","NAV1","B4GALT1"
"617","CLVS1","TOMM34","FBXO17"
"618","NAT8","CRADD","CARMIL2"
"619","LRTM2","C5orf64","FAM131C"
"620","PGRMC2","DNAJC3","NPHS2"
"621","OR2J2","SLC4A9","DIPK1B"
"622","PSG9","TMEM132A","OR2A5"
"623","OR52A4P","FCHSD1","LINC02447"
"624","TMEM59L","RBIS","CCDC169"
"625","MAPK15","CABP2","KRT33B"
"626","OR52M1","BEX4","WDR47"
"627","MMP21","IFRD1","PDCD1"
"628","FOXI3","OR4K15","MAD2L1BP"
"629","GPR3","GGH","ASCL3"
"630","NXNL2","ERAS","TEKTL1"
"631","TMEM72","COL14A1","MAGIX"
"632","ADM2","HAO2","SLC4A9"
