"","Canonical","NonCanonical","Atypical"
"556","TSGA10IP","NOL4",NA
"557","CNFN","GPR151",NA
"558","ADIG","ADAMTS18",NA
"559","TMPRSS6","BRME1",NA
"560","CRX","TCEA2",NA
"561","GADD45A","CYP1A2",NA
"562","TLR9","VAX1",NA
"563","SLC22A24","OPTC",NA
"564","LINC00652","TAT",NA
"565","PRSS36","RNF180",NA
"566","GSX1","LINC00652",NA
"567","BPNT1","DAOA",NA
"568","ERH","DLGAP3",NA
"569","KCNA7","ZPBP",NA
"570","IL9R","RSPO1",NA
"571","SEMG2","NUTM1",NA
"572","VPS37D","NLGN4Y",NA
"573","COL2A1","VWDE",NA
"574","NYAP1","SLC4A3",NA
"575","SLC38A3","SARDH",NA
"576","SRY","TRDN",NA
"577","SOX21","FAT2",NA
"578","PLEKHG7","PGK2",NA
"579","RBM7","PCAT4",NA
"580","KRT77","LRTM2",NA
"581","SLC5A5","SMR3A",NA
"582","C9","TEX13A",NA
"583","ZDHHC8","VGF",NA
"584","OR2M4","OR5K4",NA
"585","FOXG1","RUVBL1",NA
"586","CTNNA3","MGAT5B",NA
"587","ACOT12","GDF3",NA
"588","CPA2","SLBP",NA
"589","CFAP141","RXFP2",NA
"590","LRRTM4","ELSPBP1",NA
"591","RNF180","CCDC85A",NA
"592","AADACL4","TMEM114",NA
"593","CDK4","ITPRID1",NA
"594","FBXW12","LMF1",NA
"595","PDIA2","ADCY1",NA
"596","DBP","MAGEC3",NA
"597","PATL1","CREBZF",NA
"598","TEX47","OR2H1",NA
"599","ATP5IF1","SPATA4",NA
"600","ADAM29","SPACDR",NA
"601","AMHR2","SIDT2",NA
"602","DBI","NLRP14",NA
"603","OR2AT4","CHD5",NA
"604","CHP1","REEP5",NA
"605","PDCD10","OR10A3",NA
"606","DEFB125","RPH3A",NA
"607","RPA3","TECRL",NA
"608","HACD3","TULP1",NA
"609","NR0B1","S100B",NA
"610","LINC00632","CEACAM4",NA
"611","ABHD1","LAMB4",NA
"612","GYPA","TMEM88B",NA
"613","STOML3","DYNLT1",NA
"614","TMEM255B","SHISA7",NA
"615","LCE4A","UGT3A1",NA
"616","BPIFB1","MYPN",NA
"617","CFAP92","TLR9",NA
"618","LINC00700","ZYG11A",NA
"619","KCNC1","GABRG2",NA
"620","BAGE","C22orf42",NA
"621","ELANE","LBX1",NA
"622","TTTY5","BAGE",NA
"623","CACNG1","ZBP1",NA
"624","CARD11","ZNF556",NA
"625","CACNA1I","RGS21",NA
"626","HCN4","SMYD1",NA
"627","CLDND2","LINGO1",NA
"628","GDF10","WSCD2",NA
"629","DSCR4","SERPINA9",NA
"630","ERICH3","OR51G2",NA
"631","NYAP2","KRT17P5",NA
"632","DSCAM","AQP2",NA
"633","SERPINB12","SLC22A24",NA
"634","UCN","DNAJB14",NA
"635","CYP2D6","ADCY10",NA
"636","CHRNA2","SKP1",NA
"637","CELF4","LINC02843",NA
"638","OR10A2","MS4A13",NA
"639","CCDC33","OR5P2",NA
"640","BLK","MRGPRX4",NA
"641","PLEKHD1","CRX",NA
"642","HOXD12","PMCHL1",NA
"643","RBMXL2","LMNTD1",NA
"644","CNTN1","ACTRT2",NA
"645","VAX1","MAP1LC3C",NA
"646","MS4A15","KISS1",NA
"647","FLNC","GFRA3",NA
"648","DLGAP3","XKR4",NA
"649","SHISA7","NKAIN4",NA
"650","TMA7","CFAP46",NA
"651","KIAA1143","TOB2P1",NA
"652","TCEAL6","ADORA2A",NA
"653","OR6C1","SORCS3",NA
"654","IER3IP1","SLITRK2",NA
"655","HTR5A","UBE2D1",NA
"656","CFAP46","OR52A5",NA
"657","PPT1","TAF1D",NA
"658","ADGRA1","RPS13",NA
"659","ATP2B3","TLX2",NA
"660","TCERG1L","RXFP1",NA
"661","TMEM126A","KDM1B",NA
"662","ARID3C","TMA7",NA
"663","LMO1","HTR5A",NA
"664","TUBB","KRT73",NA
"665","TMED2","NYAP1",NA
"666","SIDT2","OR5K2",NA
"667","CACNG5","LRRC61",NA
"668","KY","RPL39",NA
"669","UQCRC2","OR5F1",NA
"670","ACAP3","NTN3",NA
"671","LTBP3","UNC80",NA
"672","ATP2B2","FBXO17",NA
"673","PKD1L2","GYPA",NA
"674","PI16","PLPP7",NA
"675","TEF","FOXG1",NA
"676","OR2V2","OR4C12",NA
"677","C4orf50","HMX1",NA
"678","TRIM42","TMED2",NA
"679","SNRPD1","OR7C2",NA
"680","SLC17A6","FBXW12",NA
"681","SKP1","FOXN4",NA
"682","MAD2L1","ALDH1L1",NA
"683","ELOVL3","INMT",NA
"684","SLC12A3","DSCAM",NA
"685","KCNG1","KCNJ14",NA
"686","GPR26","UNC79",NA
"687","OLIG3","OR10C1",NA
"688","RSPO1","UFL1",NA
"689","PRSS57","DPYSL5",NA
"690","KBTBD13","OR11G2",NA
"691","CHRNB4","OR9A2",NA
"692","PCAT4","NPAS4",NA
"693","C12orf54","NDUFB3",NA
"694","NEUROD2","HHLA1",NA
"695","SLC35F4","AADACL4",NA
"696","TEX101","BCL9L",NA
"697","SLC22A8","CDX4",NA
"698","MOBP","SSR1",NA
"699","CHMP2B","HTR3B",NA
"700","KCNN1","OR52N1",NA
"701","GMNC","FGF12",NA
"702","OR7G2","RPL27",NA
"703","PAX3","VGLL2",NA
"704","CCDC40","ATP6V1B1",NA
"705","SIGLECL1","MRPL33",NA
"706","GSC","LDHAL6A",NA
"707","KRT84","CYP2D6",NA
"708","ZPBP","CFAP77",NA
"709","ADCY1","RRN3",NA
"710","FUT4","MRPS35",NA
"711","MELK","FERD3L",NA
"712","CADM3","TRIML2",NA
"713","SEC62","SLC30A3",NA
"714","SRRM4","SRSF8",NA
"715","OR10A6","IL9R",NA
"716","CENPK","C16orf86",NA
"717","SCN1A","CD300LD",NA
"718","PABPN1L","SLC28A1",NA
"719","C2orf73","GPR149",NA
"720","IL36A","VSTM2A",NA
"721","CDH12","CFAP107",NA
"722","TFAP2B","RANBP3L",NA
"723","PLPP7","HCN4",NA
"724","LCN1","GSX2",NA
"725","OR2W5P","DNAH9",NA
"726","CATSPER4","SPATC1L",NA
"727","OTP","NLGN1",NA
"728","ST8SIA5","CABP2",NA
"729","KIF5B","IMP3",NA
"730","FBXO17","PLEKHD1",NA
"731","RYR1","LRIT1",NA
"732","TEX13A","MYOZ1",NA
"733","CHCT1","OR2M4",NA
"734","ADGRA2","SPATA31E1",NA
"735","PGAM1","COPZ1",NA
"736","PRAMEF19","ACSM2B",NA
"737","TMEM126B","SLITRK5",NA
"738","CRHR2","DNAI2",NA
"739","IGFN1","TGFB1",NA
"740","SPDEF","BUB1B",NA
"741","TECRL","PDIA2",NA
"742","OPTC","NTN5",NA
"743","TRH","TMEM132C",NA
"744","OR4K1","CD164",NA
"745","GPC5","DYDC2",NA
"746","RTL1","HSP90AB4P",NA
"747","GDF3","G6PC1",NA
"748","SMYD1","PTPRQ",NA
"749","ANKRD13B","C16orf89",NA
"750","YAP1","CFAP126",NA
"751","UPK3A","WFIKKN2",NA
"752","PAGE4","IFNA6",NA
"753","HESX1","ADGB",NA
"754","FOXE1","ISCU",NA
"755","NUP210P1","CACNG1",NA
"756","SORCS3","FGF4",NA
"757","C12orf42","ELANE",NA
