"","Canonical","NonCanonical","Atypical"
"531","POU4F1","SLC28A1",NA
"532","ADGRV1","SPACA7",NA
"533","TRIM72","LRRTM3",NA
"534","KCNIP1","PDIA2",NA
"535","OR10W1","KLHL38",NA
"536","NLRP4","OR5K2",NA
"537","ADM5","OR4D1",NA
"538","FLNC","UNC80",NA
"539","C12orf54","LINC02843",NA
"540","FAT3","TMEM132C",NA
"541","OR8G5","NTN5",NA
"542","OPN5","SLC4A3",NA
"543","CCDC177","CCDC40",NA
"544","RSPO1","C12orf42",NA
"545","PRDM12","AQP6",NA
"546","MST1L","PGK2",NA
"547","ETV3L","SCGB2A2",NA
"548","TEF","NLGN4Y",NA
"549","VTCN1","NLRP4",NA
"550","CYP1A1","OR10G7",NA
"551","WNT7A","MCF2",NA
"552","CTAGE1","GLP1R",NA
"553","REXO1L1P","RND2",NA
"554","OR51B4","SLC22A8",NA
"555","CFAP100","SEZ6L",NA
"556","RTL1","GLT6D1",NA
"557","MYADML2","WNT3A",NA
"558","SYN2","RSPO1",NA
"559","PRELP","ZNF560",NA
"560","OR5P2","G6PC1",NA
"561","DNAH9","TOB2P1",NA
"562","CNTFR","C9",NA
"563","HOXD12","ADGB",NA
"564","MCF2","RAB6D",NA
"565","KRT84","SPATA31E1",NA
"566","SHISAL2A","SNTG1",NA
"567","PIWIL3","SLC7A14",NA
"568","ZNF365","FERD3L",NA
"569","TAS2R8","CFAP97D1",NA
"570","SLC7A14","GJD2",NA
"571","LHFPL1","OR1F1",NA
"572","NR0B1","TMEM114",NA
"573","COL20A1","RBM46",NA
"574","CDH12","ADCY10",NA
"575","SERPINA9","MS4A13",NA
"576","GABRQ","OR5D14",NA
"577","OR6B2","STK32B",NA
"578","NEUROG2","TGM5",NA
"579","OR13C9","DACH2",NA
"580","RD3","PRMT8",NA
"581","CSN3","CFAP61",NA
"582","OR2J2","TERB1",NA
"583","SNX31","OR2M4",NA
"584","LNCRI","NRG3",NA
"585","OR8G1","TUBB7P",NA
"586","FAM167A","TPPP2",NA
"587","CELA3B","DNAI2",NA
"588","RBMXL2","SPDEF",NA
"589","TGM5","MATN1",NA
"590","ARG1","ARID3C",NA
"591","MPO","CFAP100",NA
"592","KRT79","GSX2",NA
"593","VSTM1","FSHB",NA
"594","ENPP7","OR8B4",NA
"595","BTBD17","CADM3",NA
"596","OR2V2","LRRC27",NA
"597","FOXG1","AJM1",NA
"598","AADACL4","IGSF11",NA
"599","CDX4","DLGAP1",NA
"600","PAX3","KCNJ14",NA
"601","DLGAP2","RNF17",NA
"602","MYL9","UNC45B",NA
