"","Canonical","NonCanonical","Atypical"
"419","MARCO","SLC22A31",NA
"420","ADAMTS12","HEBP2",NA
"421","SEMA6A","XYLB",NA
"422","ZNF536","TAF10",NA
"423","FABP2","ICAM2",NA
"424","C4orf51","NOTCH1",NA
"425","NOVA1","RPL21P44",NA
"426","SFTA2","S100A5",NA
"427","PKD1L1-AS1","NENF",NA
"428","DEFA4","TMSB4XP8",NA
"429","TUBBP5","S100A13",NA
"430","GRP","NOP10",NA
"431","HTR4","C9orf163",NA
"432","NPY1R","H2AC1",NA
"433","LINC01405","SAMD4B",NA
"434","TMEM255A","CLCN2",NA
"435","KCNV1","ZNF276",NA
"436","FRMD3","FGF7P3",NA
"437","THBS2","METTL21A",NA
"438","LCE5A","ATP8B2",NA
"439","MMP1","ATP10B",NA
"440","MUC5B","DAD1",NA
"441","S100A9","WASF2",NA
"442","LINC00992","RPL12P16",NA
"443","IGF2BP3","SLC35E4",NA
"444","COL1A1","H3C4",NA
"445","UGT1A8","SEC61G",NA
"446","FMN2","CCNT2",NA
"447","FGF1","H4C4",NA
"448","MDFI","GLIDR",NA
"449","IL24","UBL5",NA
"450","UGT2A3","NGF",NA
"451","RTN4RL1","GSTP1",NA
"452","MMP13","WNT10B",NA
"453","GPT","SELENOH",NA
"454","MAGEA2B","AANAT",NA
"455","EFCAB6","SCGB3A1",NA
"456","MFSD4A-AS1","BCAP31",NA
"457","LOC340090","SNRPGP15",NA
"458","GCNT3","LINC00355",NA
"459","SLC15A2","GAS5",NA
"460","ANO4","NPAP1",NA
"461","MFSD4A","PCIF1",NA
"462","OR8D4","HCN2",NA
"463","PMP2","LRP10",NA
"464","B3GNT6","SSR4",NA
"465","WSCD1","ATP5MG",NA
"466","PCSK2","RPL17",NA
"467","DLL3","NXN",NA
"468","OR10S1","SH2D5",NA
"469","DPP10","GALR3",NA
"470","LUZP2","COX10",NA
"471","MMP11","BTBD3",NA
"472","GALNT8","SEC61B",NA
"473","ABCC13","CDC42EP5",NA
"474","ADH1B","LOC100128253",NA
"475","SLITRK5","SAP30L-AS1",NA
"476","SCIN","BOLA2B",NA
"477","IL1B","DPP9",NA
"478","CXCR2","H2AC8",NA
"479","TESC","LOC283731",NA
"480","AKR1B15","LINC01667",NA
"481","TAS2R42","ECPAS",NA
"482","ABI3BP","RAPGEF1",NA
"483","SLC16A12","TMEM208",NA
"484","OSR1","PET100",NA
"485","CYP2C19","HAMP",NA
"486","TNFAIP6","RORB",NA
"487","MEDAG","RPA4",NA
"488","TMEM236","AIF1",NA
"489","HHLA2","EPB41L5",NA
"490","SCN3A","SH3BP2",NA
"491","CTHRC1","RPP21",NA
"492","GHR","DKFZP586I1420",NA
"493","CLCA2","EEF1G",NA
"494","ITGBL1","EEF1D",NA
"495","TTLL6","PLXNA2",NA
"496","IL1A","SF3B5",NA
"497","SLC38A4","LINC02817",NA
"498","TM4SF20","LSM7",NA
"499","LINC00922","TTYH1",NA
"500","MUC4","DLEU1-AS1",NA
"501","OLR1","CSH1",NA
"502","LY6G6D","EEF1A1",NA
"503","GAL","MAN2A1",NA
"504","KCND2","RPL10L",NA
"505","RFX6","UBXN7",NA
"506","CABP7","EPM2AIP1",NA
"507","CMTM2","TAF4",NA
"508","PPBP","ATP6V1F",NA
"509","HCN4","PLEKHG1",NA
"510","GLRA2","RPL19P12",NA
"511","BCAS1","HMX1",NA
"512","GABRB2","NDUFB11",NA
"513","COL2A1","PTMS",NA
"514","ADAMDEC1","TMEM258",NA
"515","CLEC5A","NADK2",NA
"516","CSF2","VWA5A",NA
"517","TM4SF19","PRRC2A",NA
"518","NLGN1","CTNND1",NA
"519","SFRP4","ALAD",NA
"520","GDPD2","ZNF28",NA
"521","PWRN1","ARGLU1",NA
"522","ANGPTL1","PITPNM1",NA
"523","C6orf15","UQCRQ",NA
"524","NPY2R","SNORA46",NA
"525","ANO5","MANF",NA
"526","SI","FUS",NA
"527","MST1L","NPC2",NA
"528","MAGEA12","ATXN3L",NA
"529","SOSTDC1","YTHDC1",NA
"530","CTAG1A","STXBP5",NA
"531","SCARA5","GNAO1",NA
"532","LDHD","ZNF483",NA
"533","PCDHA9","ZBTB18",NA
"534","RBM24","GGT8P",NA
"535","SLC9A2","SYNGR2",NA
"536","VWC2","RPS2P32",NA
"537","AKR1B10","SNORA53",NA
"538","HCAR3","H4C11",NA
"539","RIC3","FLJ42393",NA
"540","MB","EEF1B2",NA
"541","INHBA","FSCN2",NA
"542","MUC2","ZDHHC23",NA
"543","VSTM2A-OT1","C3AR1",NA
"544","INSM1","MAPRE3-AS1",NA
"545","NAP1L2","NECAP1",NA
"546","NKX2-2","TOLLIP",NA
"547","CWH43","PPARA",NA
"548","EDN3","VIM",NA
"549","SEMA3E","QSOX2",NA
"550","GLDN","IFI27L2",NA
"551","MMP7","PPM1A",NA
"552","OSM","NDUFA3",NA
"553","GLYATL3","VPS13D",NA
"554","CAPN9","FAM219B",NA
"555","AQP9","COX6C",NA
"556","FNDC1","AFF1",NA
"557","SLITRK6","PFAS",NA
"558","UCN2","H4C12",NA
"559","APOH","FHDC1",NA
"560","CD160","SNRPD2",NA
