"","Canonical","NonCanonical","Atypical"
"618","NEURL1","FMO1",NA
"619","PCDHA3","LRFN1",NA
"620","HIVEP3","PLEKHD1",NA
"621","TBX6","PTCRA",NA
"622","NGFR","PRDX1",NA
"623","OR2T4","DPT",NA
"624","TMPRSS11B","REXO1",NA
"625","SPPL2C","RPS10",NA
"626","LSM3","GAL3ST2",NA
"627","SPATA46","OR10S1",NA
"628","MCFD2","SLC23A3",NA
"629","SLC5A11","FAM78A",NA
"630","MYO3A","TAS2R50",NA
"631","TMEM95","HIVEP3",NA
"632","CD101","SDHD",NA
"633","HSPB7","SPRED3",NA
"634","RGS11","SAMD7",NA
"635","RHOH","NKD1",NA
"636","ADGRF2","TGS1",NA
"637","OR6C6","BLID",NA
"638","RPL9","DEFB118",NA
"639","CDC42SE2","NTMT2",NA
"640","KLHL30","PRG4",NA
"641","DHFR","HIC1",NA
"642","TTTY6B","EEIG2",NA
"643","VSTM4","NGFR",NA
"644","SLC23A3","GREM1",NA
"645","ADRA1A","ART4",NA
"646","OR4F15","ENKUR",NA
"647","HOXB1","AHSG",NA
"648","CDRT15","CPT2",NA
"649","CD79B","CLEC4E",NA
"650","CD1C","CD1B",NA
"651","LNCRI","WNT10B",NA
"652","TAS2R9","CPA4",NA
"653","CCDC13","LYVE1",NA
"654","SYT5","SPINT3",NA
"655","OR10S1","GRAP",NA
"656","FKBP1A","MRAP",NA
"657","OR51G1","NPHS1",NA
"658","SERPINB10","KIF18B",NA
"659","SPATS1","MYMK",NA
"660","NCR3","MORN2",NA
"661","LINC02872","ZBTB32",NA
"662","CCDC62","CENPJ",NA
"663","FRK","ACADM",NA
"664","RBFOX3","BOC",NA
"665","AMELY","ABCC13",NA
"666","SPACA7","TMEM121",NA
"667","DIO3OS","SLC12A3",NA
"668","CSMD3","SPTB",NA
"669","BCAS4","CFAP210",NA
"670","EPPIN","TEKT1",NA
"671","PRELP","MANSC4",NA
"672","TEX38","CLNS1A",NA
"673","DENND6B","CSRNP1",NA
"674","NEK2","ETFA",NA
"675","FAM83C","CHST1",NA
"676","SPIC","CACNG8",NA
"677","MSMO1","ATXN2L",NA
"678","COLEC12","CXCR1",NA
"679","UPK2","MAD2L1",NA
"680","CHGB","CD9",NA
"681","UQCRFS1","KLHDC8A",NA
"682","SMCR5","OR2M7",NA
"683","PLIN4","PRELP",NA
"684","VSX2","KCNIP2",NA
"685","ATP4A","SNRPE",NA
"686","F2RL1","OR52E6",NA
"687","OR2H2","GPR101",NA
"688","TEKTL1","NR5A1",NA
"689","FETUB","UQCRB",NA
"690","PGM1","FIGN",NA
"691","NSG2","CCDC42",NA
"692","CD180","MAS1L",NA
"693","MRGPRX4","LINC00189",NA
"694","NOTCH1","MIR1915HG",NA
"695","NOCT","POMC",NA
"696","FCAR","SHF",NA
"697","CLEC6A","POLN",NA
"698","KRT84","FNDC11",NA
"699","BSX","MYOZ1",NA
"700","TEX47","ZNF99",NA
"701","PCDHA6","PFN4",NA
"702","EPG5","CIMAP1C",NA
"703","IFNL1","CHI3L2",NA
"704","RNASE13","CD58",NA
"705","HTN3","OR9A4",NA
"706","CMTM5","PLA2G2D",NA
"707","OR2K2","KLHL38",NA
"708","CDH4","SLC30A3",NA
"709","LHX5","NANOG",NA
"710","CYP4B1","SLC16A1",NA
"711","SERPINF2","ATP11AUN",NA
"712","ZNF99","NEK2",NA
"713","KLHL38","RPL3",NA
"714","NPY","PRX",NA
"715","LGI4","CRIM1",NA
"716","CPN2","FTL",NA
"717","ATG9B","TRIM10",NA
"718","AP1S1","BFSP2",NA
"719","BEND4","ACTL7A",NA
"720","PIP5K1B","CYP3A43",NA
"721","PEX5L","SFMBT2",NA
"722","OR6F1","LOXL4",NA
"723","TTTY13","RPL12",NA
"724","PRSS37","SIGLEC8",NA
"725","POLN","MPC2",NA
"726","RAB37","SPATS1",NA
"727","TFRC","KYAT1",NA
"728","FOSL1","KCNS2",NA
"729","TREML1","MAN2C1",NA
"730","TGM5","FCRL6",NA
"731","GFOD3P","OR9Q2",NA
"732","SRGAP3","PPP1R1C",NA
"733","GPR27","RIDA",NA
"734","FEN1","EEF1E1",NA
"735","STUM","C9orf57",NA
"736","OR7A10","OR1B1",NA
"737","MUCL1","CSN1S2AP",NA
"738","KLK5","ADAM20",NA
"739","NLRP6","CIMIP2B",NA
"740","SLC1A6","CYP4B1",NA
"741","BPIFA3","KCNJ13",NA
"742","CYP1A1","TAAR9",NA
"743","TPD52","FGA",NA
"744","TMEM270","CCDC168",NA
"745","HYDIN","OR8D2",NA
"746","INSRR","DCX",NA
"747","FAM43B","LINC00598",NA
"748","CPNE9","PHF24",NA
"749","DDI1","PCSK2",NA
"750","PTCRA","CTF1",NA
"751","HS3ST3B1","SNX31",NA
"752","MSC","HAS1",NA
"753","OR2G2","INSL4",NA
"754","CACNG6","OR7G3",NA
"755","OR2T6","CRYBB3",NA
"756","TMPRSS15","ARMC12",NA
"757","SPATA4","HSPB7",NA
"758","PKMYT1","ARRDC5",NA
"759","FNDC11","MIXL1",NA
"760","LINC00552","ZP4",NA
"761","NCR1","NPY",NA
"762","CIMAP1C","TRIML1",NA
"763","PHB1P19","PCDHGC3",NA
"764","HOXC5","MYCT1",NA
"765","OR10G7","NDC1",NA
"766","BSND","CLCA3P",NA
"767","OR52E6","CCDC157",NA
"768","BFSP2","PDE7B",NA
"769","PCDH7","OR5A2",NA
"770","LOC100131943","FAM91A1",NA
"771","PKD1L2","HTR3C",NA
"772","LHX3","MC2R",NA
"773","NTMT2","HIPK4",NA
"774","SPANXN4","ESPNL",NA
"775","FAM230I","AMPH",NA
"776","RFC3","OR2A25",NA
"777","CAMP","HTN3",NA
