"","Canonical","NonCanonical","Atypical"
"605","KLHDC8A","CYP4A11","CYP2C9"
"606","KRT222","OR9Q1","GPX7"
"607","PCDHGA7","KIF6","ARHGAP23"
"608","HCN3","FAM83G","FSCN1"
"609","OSTN","RTP1","CD55"
"610","DRD3","OR52M1","OXR1"
"611","PALM","ZBTB6","MS4A2"
"612","ABO","GTSF1L","PRELID3B"
"613","HAND1","KRT81","RAB27B"
"614","TRIM50","LBX2","EEF1AKMT1"
"615","C3orf84","ATG9B","HMGB1"
"616","CYP2F1","CDH24","ADAM28"
"617","KCTD17","SHISA6","ATP10A"
"618","TMEM132E","RHO","FABP2"
"619","SLC30A8","MORN3","SCIMP"
"620","CFAP61","COP1","GPSM2"
"621","SEZ6","AMER1","PDE4A"
"622","PDCL","SPMIP10","NAP1L1"
"623","SPATA31G1","ADAMTS15","LSM5"
"624","SLC26A8","AHSG","PCSK5"
"625","LHB","BPESC1","HABP2"
"626","LINC02914","SH3TC1","CRIM1"
"627","ABCB9","FCER2","CKM"
"628","MEPE","HS6ST3","REG1CP"
"629","SPI1","RGR","GFI1"
"630","TSPEAR","NEK8","CPXM1"
"631","TDRD1","MAFIP","SERPINE1"
